name,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,time_signature,key,mode,uri,release_year
Kidnap You in the Desert,Un Autre Voyage,Marie Davidson,2015-04-14,524618,7,0.605,0.421,0.346,0.911,0.0964,-17.432,0.0332,114.821,0.0398,4,7,1,spotify:track:5qEgnxSU4w0y9ZytNreOlJ,2015
Baby I Don't Mind,Satin Psicodelic,Sunni Colón,2018-08-29,245040,44,0.565,0.614,0.408,0.000169,0.0937,-11.268,0.0962,82.008,0.521,4,0,0,spotify:track:40YkgUfMvXowQd8WuwCqJG,2018
U Won't C Me,U Won't C Me EP,Mystic Bill,2015-11-27,472974,26,0.000292,0.744,0.827,0.894,0.0924,-9.103,0.0422,120.003,0.969,4,7,1,spotify:track:18XQ8eo6c4RJyuEBAg6Ru9,2015
Les Là-Bas - Bonobo Remix,Les Là-Bas (Bonobo Remix),Henri Texier,2016-05-13,317419,42,0.0474,0.834,0.652,0.89,0.0747,-8.735,0.0751,124.035,0.873,4,6,0,spotify:track:0YEhCWvpro9aFECqS9u3oh,2016
Say You'll Say So,1 By 1,Geoffrey Landers,2017-11-10,309056,33,0.634,0.706,0.637,0.0332,0.159,-10.568,0.141,108.269,0.321,4,2,1,spotify:track:4NQU8K7P0CTLHTmsUprkbV,2017
Across the Water (Edit),Intellectual Thinking,New World Music,2019-01-18,297065,0,0.0548,0.715,0.629,0.616,0.123,-9.723,0.0961,90.142,0.827,4,7,1,spotify:track:11znpv1k8yNx8MpNffK0Kz,2019
Theo Goes Away,Weightless,JASSS,2017-09-14,400000,2,0.83,0.0579,0.328,0.934,0.114,-18.454,0.0414,46.65,0.0552,4,4,0,spotify:track:7w9SONtZcD3NiJODdu52T5,2017
Esperar Pra Ver,"Brazilian Compilation Series, Vol. 2",Various Artists,2017-02-27,300000,49,0.0329,0.783,0.7,0.249,0.0888,-7.862,0.0367,99.991,0.846,4,6,0,spotify:track:7baNYnxas4NlQXcoj6kSmp,2017
Ddoje Facce,Nuova Napoli,Nu Genea,2018-05-01,261926,50,0.231,0.9,0.455,0.264,0.0538,-8.395,0.0877,104.631,0.927,4,3,0,spotify:track:2eugKq2QsQ3TRJ4JgbdpzC,2018
Le Troublant Acid,Dig & Edit 2,Kza,2014-03-10,389226,0,0.115,0.621,0.725,0.922,0.546,-7.909,0.0298,109.997,0.706,4,8,1,spotify:track:1RxiLTL6vEolceAsjC40bq,2014
Slush Puppy,The OOZ,King Krule,2017-10-13,162656,0,0.619,0.48,0.446,0.772,0.346,-9.334,0.0296,85.756,0.0482,3,11,1,spotify:track:6abKEw6Tgs54rQ0ZKiP0rp,2017
Sea,Live From Big Jelly Studios,Domas Strupinskas,2019-07-19,333846,4,0.456,0.189,0.107,0.816,0.087,-18.977,0.0346,176.83,0.0401,3,4,1,spotify:track:5DECnj6vuY6aEFvitthvLn,2019
Olhos Coloridos,Sandra Sá,Sandra De Sá,1988-08-21,408898,0,0.192,0.825,0.532,0.0753,0.178,-9.191,0.0462,96.278,0.97,4,5,0,spotify:track:2C4SC5fma0W3y6GASimLzx,1988
Kiuá,Outro Tempo,Various Artists,2017-03-24,351095,0,0.0632,0.24,0.504,0.000128,0.127,-10.857,0.0364,185.09,0.0603,4,9,0,spotify:track:2EHoGfdxiSCYXsrt7SDMUq,2017
"Mephisto Waltz No. 1, S. 514",Liszt: Piano Music,Franz Liszt,2018-03-30,678866,1,0.986,0.287,0.104,0.866,0.0824,-22.785,0.0443,70.976,0.039,4,4,1,spotify:track:2qEx3fcCDdwj9DrvWVhDvW,2018
"Cheer up, My Brother",Sunday,HNNY,2015-07-03,305776,0,0.12,0.761,0.263,0.239,0.0996,-14.762,0.0473,107.991,0.315,4,0,0,spotify:track:31zYh8oGKMrGbQV3nnoes3,2015
Controller,Channel Tres,Channel Tres,2018-07-27,208460,3,0.00387,0.888,0.684,0.205,0.0463,-6.975,0.0669,118.007,0.691,4,3,0,spotify:track:6M2yLDmjGaZfW4tehZflfL,2018
Your Name,Your Name,Bernache,2017-02-06,186614,43,0.54,0.703,0.738,0.707,0.0854,-7.766,0.0351,160.118,0.478,4,9,0,spotify:track:2wW53zzmDGmurWVvSImMKE,2017
No Love in Romance,The Colour Red,Bored Décor,2018-09-17,158858,1,0.000545,0.442,0.945,0.0227,0.117,-6.263,0.0556,130.005,0.624,4,9,1,spotify:track:7wcIZk4dBpM2TuBPXNfwkK,2018
A Place Called Tarot - Idjut Boys Re-Edit,10 Years Of Tirk,Various Artists,2014-12-01,377977,1,0.0994,0.757,0.533,0.766,0.175,-11.481,0.0475,118.675,0.75,4,9,1,spotify:track:5Zc0cp7ApRIQMvcKPPQHYL,2014
Insomnie,Un Autre Voyage,Marie Davidson,2015-04-14,350196,6,0.692,0.435,0.559,0.869,0.0825,-9.244,0.0311,92.768,0.167,4,7,1,spotify:track:3ePPBZfh47bdWNPEolzTQf,2015
La chute,Demain est une autre nuit,Essaie Pas,2016-02-19,282217,0,0.187,0.287,0.673,0.858,0.954,-11.413,0.0485,127.223,0.436,4,9,0,spotify:track:4N5Clfm2GAMq0kCEDly042,2016
Changes,25th Street Sessions,Antonio Williams,2016-12-16,246464,10,0.00846,0.716,0.697,0.144,0.229,-8.409,0.0259,111.999,0.85,4,7,1,spotify:track:1arEFIGFihaStHQSBQAyVL,2016
Megalomania,Origin of Symmetry,Muse,2001,279906,32,0.0326,0.189,0.304,0.824,0.315,-11.897,0.032,145.76,0.0899,4,4,0,spotify:track:2Ql35D6jSAcDyLnQGsD6ie,2001
Mighty,Balearic Skip,Balearic Skip,2018-12-14,496010,28,0.0114,0.585,0.805,0.0377,0.0952,-10.22,0.0354,111.001,0.693,4,8,1,spotify:track:7rbklitSSkmueAR9qNwA5L,2018
Lungomare,International,Lust For Youth,2014-06-10,290425,0,0.203,0.566,0.576,0.0516,0.237,-9.763,0.0399,160.958,0.378,4,9,0,spotify:track:5MpXadv92Ajxb9tiPQPvUW,2014
I'm Clean Now,Paradise Valley,Grouper,2016-12-21,174370,41,0.911,0.235,0.041,0.977,0.319,-25.638,0.0387,66.127,0.0342,5,2,1,spotify:track:4qm8sWdYoXkdhMN8EL9mAL,2016
Close to Paradise,Close to Paradise,Soulwax,2017-07-28,427406,0,0.125,0.797,0.693,0.00173,0.336,-11.425,0.164,104.994,0.806,4,11,0,spotify:track:4Nov1x4jUH72ZRbjgCetzh,2017
I Know,Rotation! Rotation!,Autarkic,2016-07-29,268683,0,0.000243,0.734,0.711,0.858,0.123,-8.078,0.13,117.997,0.242,4,10,0,spotify:track:1KGymLnrdZFhNiCPj8oARv,2016
Lullaby For My Insomniac,Assume Form,James Blake,2019-01-18,223800,34,0.957,0.318,0.0297,0.00117,0.0969,-16.581,0.0391,129.706,0.0624,5,10,1,spotify:track:7K9kbDWgbJmfNnN9LSoXB4,2019
Acid Dream,Colossal Book Of Mathematics,Overland,2019-03-22,369230,3,0.0176,0.779,0.695,0.918,0.0904,-13.212,0.0404,130.003,0.682,4,1,1,spotify:track:7mBAYwSTy7n02Y0ZjjKxqO,2019
Reborn,Hereditary (Original Motion Picture Soundtrack),Colin Stetson,2018-06-08,231573,0,0.351,0.157,0.158,0.225,0.134,-10.284,0.044,133.429,0.0266,4,1,1,spotify:track:6Pu6B3gFg94qExHkzwQdpb,2018
Weightless,Weightless,JASSS,2017-09-14,405791,5,0.0591,0.672,0.936,0.802,0.0933,-8.729,0.0352,121.992,0.702,4,8,1,spotify:track:4UEMTq3KWHmzrixlpkeWPD,2017
Bela Lugosi Is Dead,Bauhaus - 1979-1983 Volume One,Bauhaus,1986-05-01,577133,0,0.00333,0.452,0.73,0.791,0.694,-13.182,0.0518,149.55,0.619,4,6,1,spotify:track:3OWPTNOfyG539n1Ol2xnNV,1986
Cannibal Babies,Technophelia,Geneva Jacuzzi,2016-02-05,336164,27,0.113,0.732,0.908,0.0428,0.334,-5.443,0.101,104.986,0.903,4,8,0,spotify:track:7w6qxH6M5wfmL7S8ugeJUG,2016
Ieva,Pick Up Line,Free Finga,2018-11-30,219489,34,0.276,0.787,0.786,0.000645,0.102,-7.859,0.0386,122.999,0.718,4,9,0,spotify:track:2rYbTiqoxpIYRm4lYiizzb,2018
Miss,Pushy,SHEEP GOT WAXED,2016-11-04,208333,1,0.151,0.423,0.155,0.643,0.111,-13.946,0.0375,100.666,0.0979,4,7,0,spotify:track:6V7howZFlLyLyjlUZvtQOj,2016
Mon Amour,Dear Annie,Rejjie Snow,2018-02-16,226866,0,0.163,0.637,0.645,2.06e-05,0.288,-6.492,0.0973,178.105,0.665,4,0,1,spotify:track:5gCkGuWNZYmMbkYti4MCCP,2018
"Madonna, Sean, and Me",Evol,Sonic Youth,1986-03-04,439640,25,0.719,0.28,0.357,0.715,0.082,-12.399,0.0408,122.709,0.0734,4,9,1,spotify:track:4mShN3gUhKD6JakFCL3aKs,1986
Get Closer - Tiger & Woods Remix,Get Closer (Tiger & Woods & Gerd Janson Remixes),Valerie Dore,2017-11-10,525232,18,0.00507,0.658,0.614,0.884,0.669,-9.148,0.0385,116.332,0.342,4,5,0,spotify:track:24HE7KkSKNoUBaYJHxwrCk,2017
I'm in Love - Conservative Version,I'm in Love,Sha-Lor,1988-03-01,341250,11,0.0895,0.707,0.84,0.00471,0.16,-5.275,0.0402,120.278,0.898,4,11,0,spotify:track:4VjA6DUGeVR0QtUNoSke2B,1988
Dolijute - Manfredas Second Remix,Deaf Chonky,Deaf Chonky,2018-03-16,303718,0,0.165,0.797,0.514,0.0593,0.0791,-6.764,0.0274,93.998,0.498,4,0,0,spotify:track:0I4Z9FDPSi62NebvvumWcW,2018
Third Uncle,The Sky's Gone Out,Bauhaus,1982,318640,0,0.000131,0.523,0.799,0.00702,0.0714,-12.423,0.0356,103.563,0.525,4,2,1,spotify:track:7GDzbCYyorIDeyJSZ2uFJ7,1982
Bésame Mucho,Acapulco,João Gilberto,2008-08-01,162266,22,0.94,0.481,0.0817,0.126,0.168,-23.666,0.0326,103.339,0.288,4,9,0,spotify:track:3pWPwL0jo4DjsEWVFT9nZl,2008
Adome Nyueto - Bosq Edit,Togo Soul 70,Various Artists,2018-11-09,492968,25,0.0286,0.905,0.631,0.29,0.196,-9.895,0.0446,124.996,0.895,4,9,0,spotify:track:3FLHEkgWc8p8L2nLCHyOwR,2018
Histoire d'1 soir (Bye bye les galères) - Version originale 1983,Best of Bibi Flash Collector (Le meilleur des années 80),Bibi Flash,2011-01-01,276642,52,0.152,0.774,0.834,0.0,0.103,-5.456,0.143,114.738,0.865,4,2,1,spotify:track:5JAGMln9Bd4xrHkjS4jMf2,2011
Messages from the Stars,"Past, Present & Future",The Rah Band,1985,460760,51,0.309,0.717,0.557,0.0529,0.0833,-11.359,0.0332,105.672,0.805,4,11,1,spotify:track:4vpGXQlusfDlUpvk0tIaa3,1985
Limerence,When Man Fails You,Yves Tumor,2015,348131,36,0.957,0.323,0.18,0.239,0.185,-23.298,0.0284,182.158,0.772,3,8,1,spotify:track:1KeUP2WeWCXq3yd7MZsnmN,2015
Het Geweten Van Afdeling Twee,Weeshuis Der Verloren Zielen,Identified Patient,2017-06-19,399557,21,0.00133,0.777,0.583,0.775,0.104,-10.165,0.0629,103.405,0.0393,4,7,1,spotify:track:4eegSpmN0UPpWlteVkE9No,2017
Universe,7 Days,Aquarius Heaven,2011-05-02,380946,34,0.00565,0.835,0.352,0.0637,0.0918,-14.781,0.0917,119.971,0.0786,4,11,0,spotify:track:79fH0w9zPSMC7Grs8DLOi0,2011
Goodbye Horses,Goodbye Horses - Single,Q Lazzarus,2013-07-02,187720,63,0.0896,0.772,0.409,0.252,0.0522,-15.061,0.0355,125.476,0.495,4,5,1,spotify:track:7I5eQZFdlPV8LZWH2FeqaW,2013
De Vibez - Red Axes Remix,De Vibez,BĘÃTFÓØT,2018-10-26,366938,0,0.00277,0.647,0.922,0.873,0.109,-11.166,0.0423,117.996,0.312,4,6,1,spotify:track:0DhjXHDdufj5nIHQrTW8YL,2018
"Greed, Money, Useless Children",Blood Visions,Jay Reatard,2009,54293,24,0.0168,0.47,0.986,0.0,0.84,0.77,0.118,144.844,0.398,4,9,1,spotify:track:2vCdBPCwyoXrHG2Hjo1hbj,2009
Makes You Fly,Nice Guys Love You (Vol. 1),Nice Guys,2019-06-28,368723,47,0.00564,0.607,0.933,0.292,0.115,-5.135,0.0548,111.006,0.489,4,1,1,spotify:track:2FDdVUPDAeJ94kOlVW7L8n,2019
I'm a Mother,Too Bright,Perfume Genius,2014-09-22,210573,0,0.966,0.293,0.142,0.899,0.112,-17.647,0.0386,118.451,0.0747,3,11,0,spotify:track:4N9gagQ5IfgSVSBFQKKa66,2014
Blue Tuesday,Unleashed Tapes Vol. 1,Delphi,2016-07-22,385361,29,0.00633,0.796,0.948,0.92,0.0664,-9.878,0.0631,119.988,0.419,4,7,0,spotify:track:2tFz3AlZ1GUacsccZgo2Mt,2016
Loverboy,Loverboy,Lomboy,2017-06-08,233500,0,0.21,0.531,0.814,7.91e-05,0.358,-5.3,0.041,81.416,0.767,4,3,0,spotify:track:0uUzL6Z3WRw5ZhgZx4VD5K,2017
La Ecstase,La Ecstase,Marie Davidson,2018-11-20,317589,1,0.286,0.708,0.698,0.836,0.0724,-11.813,0.0447,105.013,0.0929,4,2,1,spotify:track:7lv2C8ogZa5veb3F6JHiJm,2018
A Coin in Nine Hands,Sirens (deluxe edition),Nicolas Jaar,2017-12-08,481533,20,0.361,0.791,0.798,0.471,0.113,-9.61,0.232,107.971,0.236,4,1,1,spotify:track:78ypfJBHBtGfB8in3bJ0xI,2017
With You,Better Strange,James Supercave,2016-02-12,231760,37,0.894,0.318,0.138,0.322,0.0861,-13.81,0.0298,74.388,0.103,3,5,0,spotify:track:0Rhl31nc6W2Kpa758hLXN6,2016
My Shadow,Blood Visions,Jay Reatard,2009,198400,42,0.229,0.412,0.938,0.000259,0.106,-0.253,0.182,97.489,0.32,4,4,0,spotify:track:6qOwmc4uXXMmZY2D5XOaBJ,2009
A Closing Word (feat. James),Men I Trust,Men I Trust,2014-05-28,162614,23,0.861,0.491,0.34,0.0,0.147,-16.227,0.179,85.944,0.455,4,5,0,spotify:track:5hUjJ6zLS5IyJgx4rTXutt,2014
Vie et mort d'un ego,Perte d'identité,Marie Davidson,2014-12-02,256000,0,0.985,0.121,0.312,0.969,0.148,-12.044,0.0381,149.736,0.0396,1,3,1,spotify:track:41YICFDZRn84HLFE6y99Mb,2014
Je Vulesse,Nuova Napoli,Nu Genea,2018-05-01,288280,45,0.269,0.756,0.829,0.0352,0.383,-6.088,0.0491,117.626,0.88,4,11,0,spotify:track:7FPtdpiBHIFyiUoFTEDfRd,2018
Wasteland,Gravez,Hooded Fang,2013-05-28,176717,24,0.275,0.477,0.922,0.587,0.323,-4.498,0.0536,94.502,0.66,4,9,1,spotify:track:38ujmAPK6twhEnjgEQRGwG,2013
oh baby,american dream,LCD Soundsystem,2017-09-01,349693,56,0.0192,0.58,0.622,0.653,0.648,-12.005,0.0352,169.442,0.781,4,5,1,spotify:track:53PkA8aXiwH4ppa0V0iO7o,2017
When I Am Only a Dream,Speicher 105,ANNA,2018-10-05,398429,25,0.167,0.795,0.777,0.936,0.111,-10.114,0.0539,127.003,0.0383,4,1,0,spotify:track:2spksuDM1a7wICynsNMwGX,2018
Tonight,Coles Corner,Richard Hawley,2005-09-05,272386,39,0.966,0.249,0.201,6.22e-05,0.101,-15.344,0.0336,152.88,0.155,3,2,1,spotify:track:3RzggZDNWe1L2dNB8nbMOI,2005
Miracle Rooftop,Metronomy Forever,Metronomy,2019-09-13,282933,30,0.91,0.706,0.354,0.89,0.109,-18.982,0.0435,119.278,0.132,4,11,0,spotify:track:2yV5t5LbMsHOLlDAtlgqbZ,2019
Cos-Ber-Zam Ne Noya - Daphni Mix,Jiaolong,Daphni,2012-10-08,336672,40,0.0146,0.726,0.88,0.149,0.407,-6.724,0.059,120.022,0.73,4,9,0,spotify:track:5wah0uTpYKOSuHax1v4olL,2012
Are 'Friends' Electric?,Late Night Tales: Groove Armada,Groove Armada,2008-03-10,268560,0,0.0621,0.759,0.555,0.813,0.123,-8.921,0.0313,94.229,0.303,4,0,1,spotify:track:1LE34ClGd2gHDfYmse6hAW,2008
Underwater Boy,Shiver,Virna Lindt,1984-04-28,378826,36,0.126,0.349,0.578,0.851,0.0999,-9.982,0.0345,79.534,0.369,4,2,1,spotify:track:6ytH7ADkUMWEFrtGKz6uzQ,1984
The Thief That Stole My Sad Days [Ya Blessin Me],Forevernevermore,Moodymann,2000-01-01,486760,37,0.614,0.622,0.634,0.0,0.828,-10.556,0.121,120.16,0.72,4,1,0,spotify:track:6dx9zgPprV8mPU09Betp7R,2000
Gone Too Soon,Work,Various Artists,2014-09-29,324704,27,0.366,0.849,0.392,0.881,0.112,-12.22,0.0658,106.003,0.26,4,5,1,spotify:track:68f5elpMZ61XenV2qXmS1g,2014
Love Cuffs,The Colour Red,Bored Décor,2018-09-17,234988,0,0.000356,0.314,0.911,0.238,0.146,-6.32,0.106,135.605,0.466,4,5,1,spotify:track:2TmbTEmNCjwDqmWDaV5fxQ,2018
Sailin' On,Bad Brains,Bad Brains,1982,115040,49,0.00251,0.139,0.795,4.72e-05,0.614,-12.428,0.0581,82.083,0.0754,4,0,1,spotify:track:4P8n1pWj2xQnaBjy1rvZ3o,1982
Boulevard Taschereau,Un Autre Voyage,Marie Davidson,2015-04-14,266881,7,0.0611,0.251,0.675,0.852,0.375,-11.181,0.0609,80.131,0.255,4,11,0,spotify:track:1qvQkwkrpHZVGjDzekmYJq,2015
"Work REMIX (feat. A$AP Rocky, French Montana, Trinidad James & ScHoolboy Q)",Trap Lord,A$AP Ferg,2013-08-19,283693,68,0.0246,0.841,0.733,0.0,0.174,-5.077,0.142,130.009,0.284,4,1,1,spotify:track:7xVLFuuYdAvcTfcP3IG3dS,2013
Diddy Bop (feat. Cam O'bi & Raury),Telefone,Noname,2016-08-12,208000,34,0.713,0.637,0.503,0.000113,0.109,-6.927,0.336,81.061,0.661,4,1,1,spotify:track:6JvfBzqZmSiEG5MjM7OcSY,2016
#3,Selected Ambient Works Volume II,Aphex Twin,1994-03-07,464293,63,0.911,0.167,0.071,0.855,0.107,-27.108,0.041,143.315,0.0613,5,6,0,spotify:track:2Bc4llhjJBW77I552RgA3L,1994
Zombie Jungle - Manfredas Remix,Zombie Jungle EP,Natural Sugars,2019-06-28,515929,7,0.00318,0.583,0.828,0.567,0.252,-8.511,0.0396,121.001,0.112,4,6,1,spotify:track:2bbL3bWoQKhNn5MDpXutTc,2019
