name,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,time_signature,key,mode,uri,release_year
Yaranabe - Full Circle Goa Way Remix,Saft 2,Die Orangen,2019-03-08,540642,12,0.0917,0.725,0.928,0.865,0.414,-11.083,0.0588,111.988,0.149,4,7,1,spotify:track:3r4uFBN5TqObFBEnO3JXzk,2019
Devuélveme a mi chica,Hombres G (Edición 30 Aniversario),Hombres G,1985,194866,77,0.0031,0.603,0.843,0.0337,0.445,-7.597,0.0557,172.676,0.503,4,9,0,spotify:track:1Wrzhfa5bNlqvsnCztz190,1985
Exit Divine,White Rats II,Broken English Club,2019-09-13,80304,0,0.474,0.283,0.58,5.79e-05,0.309,-10.433,0.0385,61.205,0.637,3,7,1,spotify:track:6ZWJMZYzxLB008pipy4WbL,2019
Stay,Stay,The Blessed Madonna,2014-10-30,504267,29,0.0814,0.702,0.744,0.00112,0.127,-7.626,0.0305,114.998,0.0928,4,1,1,spotify:track:3nIjf02LV4Rxcy0P4PFqDT,2014
Age of Consent - 2015 Remaster,Power Corruption and Lies,New Order,1983-05-02,315333,65,0.00101,0.372,0.91,0.0944,0.13,-5.559,0.0392,161.964,0.756,4,2,1,spotify:track:2EEinN4Zk8MUv4OQuLsTBj,1983
Paramaribo Prince,Dynasty House,Hooded Fang,2017-05-19,225485,4,0.0732,0.564,0.953,0.0145,0.973,-5.766,0.0485,101.037,0.848,4,11,1,spotify:track:3shoKDS3b5M5J2o9TUyHix,2017
My Smile Is A Rifle,Niandra LaDes And Usually Just A T-Shirt,John Frusciante,1994,227733,40,0.807,0.466,0.209,0.853,0.109,-16.003,0.037,119.683,0.0382,3,9,0,spotify:track:3IfJJ9q7FBs3EfveyJ6HnW,1994
Que Nadie Sepa Mi Sufrir,Sonoras Poderosas,Various Artists,2008-01-01,246320,40,0.288,0.67,0.776,0.000138,0.134,-6.22,0.0546,103.957,0.933,4,4,0,spotify:track:1BgEmUFCaCd7T146yi2k5M,2008
Television Saved My Life,Artifact,Iron Curtain,2010-11-03,296000,3,0.056,0.799,0.648,0.727,0.114,-5.09,0.0297,93.807,0.552,3,11,0,spotify:track:05HOmco5eoSEhd3sbHPlhB,2010
Mama Pearl,Dynasty House,Hooded Fang,2017-05-19,352622,2,0.808,0.439,0.925,0.464,0.149,-3.217,0.114,112.794,0.302,5,9,1,spotify:track:481V3w88OCDvk4bhDQN8xr,2017
"Baby, You're A Rich Man - Remastered 2009",Magical Mystery Tour (Remastered),The Beatles,1967-11-27,181306,51,0.0119,0.619,0.625,1.05e-06,0.152,-9.635,0.036,96.751,0.467,4,7,1,spotify:track:0JBvtprXP2Z0LP3jmzA7Xp,1967
Comet Face,Man Alive!,King Krule,2020-02-21,193906,0,0.605,0.589,0.85,0.214,0.0879,-7.907,0.25,140.153,0.292,4,0,1,spotify:track:1Dgas4lOoZgoxoj8dE4iQu,2020
Let Me Do It,Signals in Snakes,Identified Patient,2019-06-03,400388,13,0.00131,0.634,0.79,0.765,0.0938,-5.097,0.0382,92.004,0.0384,4,4,0,spotify:track:3CI4DFeHYkX8dnXfhG3Wvx,2019
Running Away Into You,Niandra LaDes And Usually Just A T-Shirt,John Frusciante,1994,130866,33,0.867,0.267,0.254,0.0337,0.104,-13.999,0.0398,119.953,0.212,1,11,0,spotify:track:0BCnNOixX8zSyWNo7I7onO,1994
Tuna 3,Azul Bazzar,Tara in Tibet,2019-09-23,367815,0,0.124,0.469,0.981,0.178,0.088,-5.27,0.126,159.223,0.224,4,1,1,spotify:track:2MfqxgIfvicii6dvRk61Or,2019
Ilé,Pili Pili,Jasper van't Hofs Pili Pili,1984-01-01,436360,5,0.238,0.788,0.699,0.0044,0.062,-13.549,0.0533,112.384,0.924,4,10,0,spotify:track:7tqAWAd0vEpaoxLHROfsJq,1984
Sianne Don't Work in a Factory,Return of the Ranters,Normil Hawaiians,2015-10-23,348577,2,0.0406,0.453,0.736,0.475,0.503,-6.91,0.0649,109.533,0.42,4,7,0,spotify:track:30iy61WDCEkagE1tIabIGt,2015
FEAR.,DAMN.,Kendrick Lamar,2017-04-14,460573,65,0.604,0.588,0.479,7.2e-06,0.527,-7.039,0.281,150.414,0.434,4,1,1,spotify:track:23luOrEVHMfoX0AhfbQuS6,2017
I'm Every Sparkly Woman,~~~,Ana Roxanne,2019-03-15,143146,0,0.979,0.342,0.339,0.961,0.0853,-15.649,0.0403,109.088,0.119,4,8,1,spotify:track:3hBD6jPFwwrm7s5kGgouoe,2019
Doñamelia,Dynasty House,Hooded Fang,2017-05-19,189729,3,0.433,0.496,0.886,0.0955,0.0687,-4.165,0.0352,98.52,0.374,4,7,1,spotify:track:4nsONF5u1O5Cr1QcL93JyS,2017
Girlfriend,Melted,Ty Segall,2010-05-25,132760,40,0.000596,0.224,0.925,1.35e-06,0.0663,-1.71,0.0834,138.022,0.378,4,11,0,spotify:track:5vEE1d5gkv3pgfZyppLeX8,2010
Eating Glue,Paranoid London,Paranoid London,2018-01-19,365680,36,0.000394,0.808,0.735,0.885,0.0938,-11.76,0.0501,124.995,0.543,4,9,0,spotify:track:1f6yIgCDhZeMtFDvOzQIVl,2018
Beta Burner - A Sagittariun Re-Dream,Beta Burner,Desert Sound Colony,2019-03-22,386886,4,0.00105,0.802,0.86,0.916,0.0802,-13.003,0.0698,122.993,0.0887,4,2,1,spotify:track:3TQ1NdVEuQzPgY5iImEgpB,2019
Plastic Love,Venus on Edge,Hooded Fang,2016-05-13,325106,8,0.0894,0.338,0.836,1.88e-05,0.349,-3.704,0.0389,92.203,0.654,4,0,1,spotify:track:0iFP5U58fBaayqlP2tSNeT,2016
Air War,Crystal Castles,Crystal Castles,2008-03-18,252266,0,0.0482,0.769,0.806,0.0627,0.705,-3.833,0.0873,120.001,0.517,4,0,1,spotify:track:2XlX9lecuf3Y14fzLYOxmu,2008
Southern Voice,Wolf Müller Meets The Nile Project,Wolf Müller,2019-04-05,449836,2,0.00243,0.733,0.849,0.592,0.0713,-13.673,0.0614,90.012,0.935,4,11,0,spotify:track:4SMkHJlbRTPBuar88uv36O,2019
Cult Hero (Do You Wanna Touch Me) - Album Edit,PL,Paranoid London,2019-08-30,409440,11,0.0278,0.624,0.94,0.642,0.0846,-7.188,0.047,123.002,0.275,4,1,1,spotify:track:11WrbtKNKf292kcGBK7ZPp,2019
Impressions,Venus on Edge,Hooded Fang,2016-05-13,229493,5,0.121,0.329,0.903,8.38e-05,0.281,-2.593,0.0607,91.268,0.229,4,7,1,spotify:track:73nKlPS0QdX4yxaeVCfOkH,2016
Bob - Edu K Remix,Changez Tout: Samba pra Burro Dissecado,Otto,2000-01-01,297447,39,0.292,0.594,0.559,0.496,0.369,-11.296,0.0643,184.075,0.434,4,6,1,spotify:track:3tHEtiZzwgftuUoRb795Ey,2000
Nightmare Song,Kyusa Embela,Ecko Bazz,2019-11-29,264000,0,0.00796,0.616,0.921,0.000326,0.249,-7.918,0.298,139.89,0.374,4,0,1,spotify:track:2cRwuFjeVqOhiV0DGh3jzp,2019
Frontin' (feat. Jay-Z) - Club Mix,The Neptunes Present... Clones,The Neptunes,2003-08-19,236506,65,0.453,0.894,0.404,1.57e-06,0.0801,-5.913,0.13,102.009,0.759,4,9,0,spotify:track:0iFOG4Ki9aDmJUYUFHQlPG,2003
So Long,1981 - 1984,Fall of Saigon,2011-02-04,143360,2,0.927,0.843,0.472,0.652,0.105,-7.289,0.0415,117.686,0.354,4,5,0,spotify:track:3QjTIGv29R6Zah9dUqH8Mu,2011
ELEMENT.,DAMN.,Kendrick Lamar,2017-04-14,208733,71,0.204,0.748,0.705,0.0,0.246,-4.547,0.485,189.891,0.483,4,4,0,spotify:track:1EaKU4dMbesXXd3BrLCtYG,2017
He just wanted to hang out with the Djs,"Holiday in Panikstrasse, Part 2",Cosmo Vitelli,2019-12-13,486000,0,0.000786,0.454,0.671,0.876,0.0974,-12.206,0.0451,190.61,0.13,4,10,0,spotify:track:1aoSxhECLhsTVmgpSs9JDU,2019
Shake Your Flowers,Lost and Late...,Martin Dupont,2008-08-19,166586,4,0.00787,0.6,0.268,0.00326,0.0823,-16.681,0.0389,74.057,0.506,4,5,1,spotify:track:2iFDbZL5bLJ4VGL0SNRRVf,2008
Death Is Forming,Blood Visions,Jay Reatard,2009,125760,24,0.0401,0.313,0.991,9.29e-05,0.538,0.781,0.138,104.027,0.181,4,11,0,spotify:track:5zSRaUFR1yTB60FRl2ll9n,2009
FEEL.,DAMN.,Kendrick Lamar,2017-04-14,214826,66,0.137,0.746,0.798,0.0,0.139,-8.382,0.349,109.968,0.553,4,0,1,spotify:track:2LTlO3NuNVN70lp2ZbVswF,2017
Lovin U (Ahh Shit),Paranoid London,Paranoid London,2018-01-19,447776,27,0.000149,0.799,0.531,0.588,0.298,-11.028,0.0527,125.003,0.252,4,7,0,spotify:track:5o5tSXg1OFvVsMjqOSEQxC,2018
Other Ocean,The Halls of Wickwire,Cousins,2014-05-13,273817,0,7.25e-05,0.212,0.978,0.515,0.312,-5.113,0.125,141.285,0.549,4,8,1,spotify:track:4vvgPC9LwKi231hYdk3ErE,2014
"Greed, Money, Useless Children",Blood Visions,Jay Reatard,2009,54293,24,0.0168,0.47,0.986,0.0,0.84,0.77,0.118,144.844,0.398,4,9,1,spotify:track:2vCdBPCwyoXrHG2Hjo1hbj,2009
Midsection (feat. Pharrell Williams),BUBBA,KAYTRANADA,2019-12-13,289426,26,0.017,0.686,0.769,0.000831,0.374,-6.381,0.207,103.956,0.409,4,8,1,spotify:track:2iPcFRoOAQUnAWT6t3UfbV,2019
Cult Hero (Do You Wanna Touch Me) - Slow,Cult Hero (Do You Wanna Touch Me) - Slow,Paranoid London,2019-08-23,452880,3,0.381,0.452,0.68,0.671,0.131,-9.653,0.0415,123.017,0.271,4,1,1,spotify:track:75mJqU9k6FXRhXgVXYZKQc,2019
Assume Form,Assume Form,James Blake,2019-01-18,289600,36,0.886,0.413,0.349,0.000195,0.091,-10.361,0.0628,139.274,0.148,4,4,0,spotify:track:6cJrQc34txUzXd90xWEAOh,2019
The Model,Chewing Hides the Sound,Snakefinger,1979,221373,28,0.261,0.681,0.54,0.000323,0.185,-8.441,0.0435,129.066,0.675,4,9,1,spotify:track:4YupSZ2rbEDIeePltNykhc,1979
In My Room,In My Room,Frank Ocean,2019-11-02,133680,78,0.594,0.861,0.647,0.661,0.114,-7.425,0.0675,158.037,0.67,4,7,1,spotify:track:4S4Mfvv03M1cHgIOJcbUCL,2019
Flesh,N / O / I / S / E,Ghostemane,2018-10-10,79270,67,0.0379,0.666,0.7,0.12,0.105,-5.497,0.283,145.046,0.294,4,0,1,spotify:track:1Ae2QJGUPtnCzdA4XYn1NF,2018
LOVE. FEAT. ZACARI.,DAMN.,Kendrick Lamar,2017-04-14,213400,82,0.264,0.8,0.585,0.0,0.153,-7.343,0.0924,126.058,0.779,4,10,1,spotify:track:6PGoSes0D9eUDeeAafB2As,2017
(Vi-Vi) Vicious Games - Album Edit,PL,Paranoid London,2019-08-30,441120,10,0.0442,0.628,0.919,0.872,0.0718,-8.264,0.0356,125.988,0.814,4,1,1,spotify:track:7wrpScPP1dSwVUKpai9wID,2019
Dolijute - Manfredas Second Remix,Deaf Chonky,Deaf Chonky,2018-03-16,303718,0,0.165,0.797,0.514,0.0593,0.0791,-6.764,0.0274,93.998,0.498,4,0,0,spotify:track:0I4Z9FDPSi62NebvvumWcW,2018
Track 1,Garzen Compilation 1,Various Artists,2020-07-10,245625,0,0.734,0.262,0.528,0.963,0.111,-10.698,0.0445,154.443,0.115,4,0,1,spotify:track:4u7YNGCmcSmkD3Jt01ZzoT,2020
Day Dreaming,Day Dreaming (Afrodeutsche Remix),Marie Davidson,2019-01-29,252562,0,0.926,0.35,0.193,0.329,0.094,-16.293,0.0351,70.718,0.296,3,0,0,spotify:track:022vRJIEmCSlBgjty4AYiK,2019
Get Got,The Money Store,Death Grips,2012-04-23,171866,58,0.00628,0.57,0.993,0.00796,0.0876,-3.757,0.337,87.0,0.405,4,7,1,spotify:track:781V2Y5LPtcpgONEOadadE,2012
U Won't C Me,U Won't C Me EP,Mystic Bill,2015-11-27,472974,26,0.000292,0.744,0.827,0.894,0.0924,-9.103,0.0422,120.003,0.969,4,7,1,spotify:track:18XQ8eo6c4RJyuEBAg6Ru9,2015
