name,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,time_signature,key,mode,uri
Left Alone,Flume: Deluxe Edition,Flume,2012-11-09,209702,45,0.0923,0.491,0.614,0.0,0.0896,-5.66,0.0259,84.985,0.22,4,4,0,spotify:track:3seLcPktVz36YMobkDW2Jh
Мне пох,Неприлично о личном,Klava Koka,2019-11-22,158853,48,0.0315,0.872,0.804,4.05e-05,0.621,-5.373,0.0694,123.06,0.608,4,1,0,spotify:track:6XpisKisbZrq35zOip1IK0
Way out There,Strange Trails,Lord Huron,2015-04-07,250359,48,0.933,0.549,0.454,0.0246,0.521,-7.898,0.0297,127.038,0.0513,4,11,0,spotify:track:1cS1SMKBkrqFGVIjUXbWAm
E02 Ich bin Fan,Woodkids,OK KID,2019-11-08,247424,25,0.142,0.84,0.712,0.0,0.227,-6.659,0.0683,119.971,0.824,4,7,1,spotify:track:29K1eMY9cTSWNs4sAKplaP
Young And Beautiful,Quarantine Covers,Glass Animals,2020-04-17,266498,51,0.875,0.422,0.489,0.0,0.116,-9.307,0.0737,133.405,0.328,5,11,0,spotify:track:7Lx7cE37O7qL4JYBsBqQVs
3BadSoSad,5xx,Private Island,2019-04-23,240013,0,0.428,0.602,0.561,0.0282,0.311,-8.026,0.0289,96.876,0.584,4,11,0,spotify:track:4s2RoAKfpq2hyNIJqwDH8x
Mango,Mango,Peach Tree Rascals,2019-10-02,191072,54,0.0209,0.87,0.587,3.18e-06,0.0888,-6.117,0.0406,122.939,0.814,4,6,1,spotify:track:1FpAKPGuR8SoIUw5t0I5vn
Bright Blue Berlin Sky,Echo of Love,The Shutes,2012-04-02,344632,41,0.429,0.534,0.626,0.0345,0.109,-8.549,0.0288,120.92,0.377,4,6,0,spotify:track:6P30NMoLLzWTuue4faRjsd
Geist,Geist,OG Keemo,2019-11-22,190386,48,0.0601,0.785,0.732,0.000223,0.357,-5.161,0.278,138.695,0.338,4,7,1,spotify:track:4QlXmU3wEh61vjePajnwMU
More,KIN,Electric Guest,2019-10-17,221706,28,0.166,0.836,0.646,5.07e-05,0.108,-4.925,0.0386,124.01,0.668,4,6,1,spotify:track:4rVW8gHRqn4F5xqVdv3wVv
Oh Hell,Oh Hell,Magdalena Bay,2019-12-12,208374,0,0.017,0.872,0.616,0.00238,0.161,-5.957,0.034,120.005,0.527,4,6,1,spotify:track:5Y9zcVsp3cwUeTr3weHgjS
Roses - Imanbek Remix,Roses (Imanbek Remix),SAINt JHN,2019-09-13,176218,1,0.0149,0.785,0.721,0.00432,0.285,-5.457,0.0506,121.962,0.894,4,8,1,spotify:track:7fPuWrlpwDcHm5aHCH5D9t
True Faith,Stolen,Lotte Kestner,2011-06-01,282438,45,0.946,0.449,0.0974,0.00128,0.0932,-17.466,0.0419,173.651,0.301,4,7,0,spotify:track:6BUJtgTJT9YTDkiB81maFQ
Fame,Fame,Apache 207,2020-05-08,173760,62,0.184,0.811,0.645,0.0,0.103,-8.008,0.104,129.967,0.474,4,1,0,spotify:track:3goH7O78TLkV9RhCAyM4AT
Pink,Pink,Two Feet,2019-09-06,124453,0,0.361,0.693,0.427,0.000229,0.126,-6.83,0.0353,116.958,0.414,4,9,0,spotify:track:1b4XC7b0oysSHYOszYTVrA
Only For A Moment,Someday Tomorrow Maybe,Lola Marsh,2020-01-24,168213,56,0.24,0.731,0.727,1.01e-05,0.104,-5.83,0.0408,139.987,0.778,4,0,1,spotify:track:4TSUh9GIzjlt9QAH32ObaB
Cannabe,Cannabe,Capo,2020-04-03,202534,41,0.511,0.781,0.64,0.0,0.0944,-6.946,0.065,122.065,0.527,4,8,0,spotify:track:71d7wCcY5GdDZLfQ3LAzsu
Made By Desire,Made By Desire,ÄTNA,2020-02-14,197400,36,0.163,0.698,0.493,2.17e-06,0.0365,-6.033,0.0325,106.282,0.824,4,8,1,spotify:track:31dVOOab6MB4rCoYQzKcLA
CASINO ROYAL,CASINO ROYAL,Kianush,2019-12-05,171355,0,0.345,0.754,0.68,0.0,0.153,-6.331,0.224,118.008,0.499,4,0,0,spotify:track:3Dkfcd3DbXGVmM05KCRuFA
"Zu Asche, Zu Staub (Psycho Nikoros)",Babylon Berlin (Music from the Original TV Series),Various Artists,2017-11-24,323640,43,0.309,0.619,0.5,0.00933,0.106,-9.614,0.0374,130.958,0.196,4,4,1,spotify:track:5xStNH6LzRunpFejV4IsW0
Give Me Some Time,Someday Tomorrow Maybe,Lola Marsh,2020-01-24,195746,26,0.0837,0.559,0.688,0.0,0.0823,-5.259,0.0342,124.068,0.5,4,8,1,spotify:track:2NvmNbDbHeQbxLOMEy1WkV
Your Light,Your Light,The Big Moon,2019-09-10,307075,44,0.00378,0.595,0.714,0.405,0.242,-8.9,0.0277,128.011,0.399,4,7,1,spotify:track:6vYRwtuNmaQJg7SlcrMdPs
GucciFace,GucciFace,Lil Lano,2019-12-20,192639,37,0.325,0.569,0.847,0.0,0.0901,-4.057,0.0394,151.961,0.665,4,10,0,spotify:track:2IpVW50TOiDQENRdhmk4Rq
Berlin,Berlin,Kafka Tamura,2019-10-18,203478,30,0.208,0.605,0.635,3.18e-05,0.12,-6.235,0.0343,98.043,0.248,4,4,1,spotify:track:3q20g0GOjipJ1WJcmPEbbH
Morning Sex,Morning Sex,Ralph Castelli,2019-06-07,175312,75,0.0473,0.81,0.353,0.000104,0.082,-9.536,0.0437,124.991,0.731,4,6,1,spotify:track:2fGRJzoiYJYAzlQAyBONMb
Living,Living,TENDER,2020-03-31,238547,0,0.151,0.708,0.443,0.186,0.101,-9.098,0.0275,113.974,0.601,4,5,1,spotify:track:7zJxChdtfJFwVCCnF2YWvS
Love Love Love,ViVii,ViVii,2019-03-15,247333,34,0.332,0.592,0.586,0.0373,0.0815,-8.348,0.0319,114.937,0.606,4,2,0,spotify:track:1j2Vfg4IiD1hCkkmEyv8Ly
Das ist nicht das Ende Baby,Das ist nicht das Ende Baby,2raumwohnung,2020-01-10,230072,14,0.0161,0.83,0.481,0.00307,0.0889,-4.962,0.0429,121.018,0.822,4,11,0,spotify:track:6ZAfv1nUbTORV7ubLN5PVP
Donuts,Donuts,Gzuz,2020-01-23,162927,0,0.0919,0.782,0.712,9.33e-05,0.0818,-7.377,0.233,141.021,0.572,4,11,0,spotify:track:2nNGV59DJJwk7D5ImGf6uc
Dive,Dive,Tim Atlas,2017-08-06,238340,31,0.0699,0.773,0.612,0.0109,0.222,-5.494,0.0367,102.989,0.961,4,11,1,spotify:track:28JH9ibkE1JEt8W4k66w1e
"Living Life, In The Night","Living Life, In The Night",Cheriimoya,2018-10-14,122517,58,0.83,0.618,0.496,0.0,0.12,-9.972,0.0504,143.299,0.255,4,0,0,spotify:track:6ChnGkBwnq2HUJD24YhMhW
Sad Happy - Single Edit,Sad Happy,Circa Waves,2020-02-03,187752,32,0.000548,0.666,0.773,0.00188,0.122,-4.873,0.0295,125.987,0.887,4,11,0,spotify:track:0N3SjuBMDsK2he6J5tz0Ry
THANK GOD,WELCOME TO THE JUNGLE (Deluxe),Rilès,2019-08-30,210236,61,0.393,0.79,0.793,0.0,0.138,-6.544,0.121,141.046,0.496,4,6,1,spotify:track:1o6JHLSAtNsIj8AgAvDxXX
Дельфины,Транс,Luna,2019-10-04,245000,38,0.0141,0.766,0.647,7.55e-05,0.314,-8.4,0.0366,111.972,0.246,4,9,0,spotify:track:0S2BwV8XCMhrlL5adcFa87
Perfect Blue,Perfect Blue,Elle Valenci,2019-05-03,206000,54,0.895,0.565,0.273,0.00223,0.101,-12.123,0.0947,70.828,0.291,4,0,0,spotify:track:0u834tjHl0zB9xdPO5KrQX
Slow Love,Fear of Falling Asleep,TENDER,2019-01-18,252106,46,0.774,0.68,0.856,0.00224,0.332,-6.782,0.359,74.969,0.745,4,10,0,spotify:track:5bOBc05OJjuCusiPiq90Cm
Two Hearts,Two Hearts,Zola Blood,2020-02-28,256756,46,0.00918,0.647,0.606,0.566,0.102,-9.358,0.0286,115.992,0.182,4,6,0,spotify:track:75H83SSOTlLX8915pP4W8F
Burn Out,On The Rocks,Midland,2017-09-22,188613,63,0.292,0.671,0.724,0.0,0.231,-5.61,0.0244,99.976,0.801,4,7,1,spotify:track:7yrJnekdlwWARt5lmVqJ6L
FLY,FLY,KC Rebell,2020-05-29,174893,53,0.137,0.835,0.596,1.09e-06,0.164,-6.637,0.297,100.706,0.897,4,5,0,spotify:track:1WoM4mof0Nl1xPtwf6h6ow
Sur ton corps,Sur ton corps - Single,Tsew The Kid,2019-07-11,188685,48,0.299,0.831,0.371,0.0251,0.151,-9.142,0.116,115.032,0.444,4,1,0,spotify:track:08uNL8vAEMwZ9rOJ2t5GR8
Schon vergessen,Schon vergessen,Search Yiu,2018-08-03,156000,31,0.00314,0.781,0.64,3.23e-06,0.161,-8.191,0.0493,113.036,0.52,4,1,1,spotify:track:1kRuzwZqSYnzr4l9i6fO4u
STREIT MIT DEM MOND,STREIT MIT DEM MOND,Kianush,2020-01-02,194081,0,0.184,0.785,0.717,0.0,0.149,-5.205,0.167,130.013,0.864,4,2,1,spotify:track:1y4uzhemSbfya50s7D2Fr3
Real Love Song - Alternative Version,Real Love Song (Alternative Version),Nothing But Thieves,2020-07-31,217276,32,0.557,0.356,0.325,0.234,0.0671,-10.924,0.0304,119.875,0.153,4,5,1,spotify:track:7JR4dICMuQ9dPAc7rasEe7
big fat mouth,Wait,Arlie,2018-09-19,218773,59,0.0678,0.605,0.827,7.62e-06,0.182,-5.15,0.0454,128.023,0.858,4,2,1,spotify:track:0ZiGRciYMWrDvCPNM0T21o
Крыльями,Источник,Erika Lundmoen,2019-04-26,158358,52,0.576,0.426,0.566,0.0,0.109,-6.036,0.244,168.73,0.288,1,1,0,spotify:track:1wAkp6u1biHGKX2q5IwBhf
Hold On,Someday Tomorrow Maybe,Lola Marsh,2020-01-24,228626,32,0.194,0.504,0.308,0.0135,0.11,-8.894,0.0305,109.86,0.105,4,3,0,spotify:track:1xU0fON1dVvpXXIJf0B7GO
Avec Toi,OMEGA,OBOY,2019-07-12,193813,71,0.457,0.661,0.666,0.0,0.13,-5.932,0.0277,92.475,0.381,4,10,0,spotify:track:656vbT8JKkVx7g1yG12L89
IDK,Pale Blue,MOSSS,2019-10-11,213497,53,0.936,0.416,0.452,0.514,0.257,-11.233,0.0589,73.605,0.247,4,5,0,spotify:track:6NrwVoFmjeNsEtrgZTMo4T
The Night We Met,Strange Trails,Lord Huron,2015-04-07,208211,79,0.969,0.545,0.366,0.267,0.641,-9.51,0.0378,86.997,0.1,3,2,1,spotify:track:0QZ5yyl6B6utIWkxeBDxQN
Erode,Modern Addiction,TENDER,2017-09-01,249920,46,0.419,0.729,0.501,6.77e-05,0.567,-6.081,0.0377,116.952,0.227,4,9,0,spotify:track:6nzSsu3VwQTMMKpjTHopo7
Both of Us,Nowhere Land,Daulton Hopkins,2020-02-28,150000,16,0.00295,0.566,0.55,0.00297,0.219,-8.561,0.0292,128.185,0.124,4,5,0,spotify:track:0ukl0GmYbNuyvtpv8Kbsnq
Die Gedanken sind frei,Wahre Legenden,Prinz Pi,2020-02-14,229906,27,0.215,0.767,0.633,0.0,0.165,-6.589,0.3,139.937,0.435,4,8,1,spotify:track:0MPiITiSESifyQiU8XhTHi
Level of Concern,Level of Concern,Twenty One Pilots,2020-04-09,220051,69,0.32,0.754,0.583,0.00015,0.144,-7.34,0.0432,122.012,0.77,4,4,0,spotify:track:6xZ4Q2k2ompmDppyeESIY8
Say So,Hot Pink,Doja Cat,2019-11-07,237893,80,0.264,0.787,0.673,3.35e-06,0.0904,-4.583,0.159,110.962,0.779,4,11,0,spotify:track:3Dv1eDb0MEgF93GpLXlucZ
When the Night is Over,Vide Noir,Lord Huron,2018-04-20,311226,60,0.103,0.686,0.413,0.115,0.122,-6.332,0.0263,95.989,0.595,3,6,0,spotify:track:4FE9SgxcOoCNuGnaaU8TXz
HEADY,heady,Reaper,2018-06-20,211639,0,0.0178,0.654,0.584,0.0,0.23,-6.629,0.0292,115.054,0.535,4,1,1,spotify:track:7aNW0M1R6eUnoXKpN2HncV
Salvation,Flow State,Tash Sultana,2018-08-31,259401,37,0.072,0.523,0.556,0.000389,0.0921,-7.81,0.062,163.864,0.377,4,5,0,spotify:track:39WA71G8UXxqWUVeYSzZwb
No Ordinary Love,Q1,Quarry,2020-03-06,199916,28,0.662,0.409,0.573,0.000897,0.108,-8.012,0.037,73.137,0.401,4,0,1,spotify:track:0jqsg70jBQuV1ph69YK5Th
Space Ghost Coast To Coast,Dreamland,Glass Animals,2020-08-07,187383,61,0.105,0.903,0.529,0.00255,0.138,-9.901,0.0623,100.977,0.353,4,8,1,spotify:track:0RZLmpEzGR2NHite6rvS5H
Bye Bye,Bling Bling,Juju,2019-06-14,167200,51,0.35,0.765,0.749,4e-06,0.0914,-6.623,0.06,149.993,0.84,4,10,0,spotify:track:4x1I379N1wSkCb8xjerNv5
My Game,My Game,Zella Day,2020-05-29,210241,0,0.242,0.702,0.778,0.00102,0.0945,-6.75,0.0302,123.626,0.884,4,2,0,spotify:track:7yAXpAYFiPqKzyi86xXbLQ
Drive Away,Eternal Reach,The Brummies,2018-04-06,274325,0,0.154,0.476,0.626,3.23e-05,0.0762,-4.789,0.0325,104.44,0.528,4,5,0,spotify:track:2eWigKu3KImA4oJyF6OAYM
U8,U8,YRRRE,2019-12-20,218117,30,0.729,0.857,0.458,0.0201,0.164,-11.291,0.23,121.007,0.526,4,0,1,spotify:track:20bNignXgK60LajKftn01I
Icarus,Sanctuary,Gengahr,2020-01-31,234000,36,0.337,0.667,0.65,2.48e-05,0.139,-8.015,0.0353,125.994,0.408,4,0,1,spotify:track:7mnnCaWiLtsbOQEExjWeHc
High In The Garden,First Prize Bravery,Sorcha Richardson,2019-11-08,198586,25,0.19,0.67,0.751,1.1e-05,0.324,-6.876,0.0637,118.035,0.52,4,9,0,spotify:track:72e7UirSPatU0CkvaOyHbI
Love Like Ghosts,Strange Trails,Lord Huron,2015-04-07,224061,58,0.77,0.47,0.548,0.0014,0.123,-7.227,0.0271,137.084,0.186,4,9,1,spotify:track:4UGoW08gaqIEWNTam1UNen
Jupiter,Jupiter,The Marías,2020-03-20,191888,54,0.354,0.407,0.412,3.74e-05,0.0735,-11.794,0.0285,179.836,0.562,4,0,1,spotify:track:2EPuv7zyLpFqReJoYrIFzm
Guts,Guts,Augustine,2019-10-18,206233,44,0.157,0.693,0.649,0.0195,0.0783,-7.246,0.0257,105.984,0.835,4,11,1,spotify:track:5cVBkcYGi6aiG4cnTMfN6x
