name,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,time_signature,key,mode,uri
"4 What (feat. Young Jeezy, Yo Gotti & Juicy J)","4 What feat. Jeezy, Yo Gotti & Juicy J",DJ Drama,2013-06-25,246792,0,0.0163,0.652,0.746,0.0,0.305,-6.941,0.0852,144.962,0.858,4,7,1,spotify:track:1PrKpfo9MKatnK1RAz7YOV
Serena Williams,Sunken City Redux,Derek Pope,2015-09-11,241778,40,0.0529,0.709,0.565,4.54e-06,0.104,-9.49,0.0793,134.958,0.43,4,11,0,spotify:track:1WMiln7ISVkEnQJ7FQaw1a
goosebumps,Birds In The Trap Sing McKnight,Travis Scott,2016-09-16,243836,85,0.0847,0.841,0.728,0.0,0.149,-3.37,0.0484,130.049,0.43,4,7,1,spotify:track:6gBFPUFcJLzWGx4lenP6h2
On Hold,I See You,The xx,2017-01-13,224133,0,0.0522,0.723,0.669,0.192,0.109,-6.784,0.0348,125.051,0.35,4,0,1,spotify:track:5CPqOpKSk0QcJ3dGdaWcRB
Seeeds Haus,SEEED,Seeed,2014-05-19,200109,0,0.00871,0.729,0.595,1.14e-06,0.341,-7.586,0.106,126.994,0.549,4,2,1,spotify:track:0tQfZAep8FnopoMFnHOQrK
Youth,How To Be A Human Being,Glass Animals,2016-08-26,230693,67,0.129,0.648,0.718,0.00156,0.112,-7.765,0.0298,96.017,0.785,4,9,0,spotify:track:1LPGwuFgIzbJoShfDdw7MY
Amazing,808s & Heartbreak,Kanye West,2008-11-24,238333,66,0.216,0.588,0.554,0.118,0.0619,-8.406,0.0545,146.133,0.496,4,8,1,spotify:track:0m3Ze0cy8qBHSsV2exAfCw
Call Casting,Culture,Migos,2017-04-07,232705,2,0.0962,0.852,0.727,0.0,0.154,-4.851,0.267,130.015,0.496,4,1,1,spotify:track:0jOfl1nZf6sVBTG08Q4brn
Talk Is Cheap,Built On Glass,Chet Faker,2014-04-01,218553,53,0.465,0.652,0.583,0.000208,0.146,-8.52,0.173,140.024,0.46,4,0,0,spotify:track:7jJsme36M90Cn6aYYC2l3t
Hurt,Unearthed,Johnny Cash,2003-01-01,216533,54,0.719,0.544,0.378,0.00035,0.105,-8.607,0.0264,91.078,0.149,4,9,0,spotify:track:5rpRzNcJZqKQXk9PIjreB6
Gasoline,BADLANDS (Deluxe),Halsey,2015-08-28,199593,73,0.223,0.731,0.58,0.0,0.129,-7.328,0.0399,119.997,0.319,4,10,0,spotify:track:2IO7yf562c1zLzpanal1DT
The Phoenix,Save Rock And Roll,Fall Out Boy,2013-01-01,244960,59,0.000539,0.562,0.964,1.57e-06,0.579,-2.991,0.072,138.063,0.41,4,4,0,spotify:track:53AuxddsgPSlqM619nJhSd
Meet Me in the Woods,Strange Trails,Lord Huron,2015-04-07,262209,64,0.392,0.543,0.925,0.456,0.0668,-6.783,0.0448,80.499,0.594,1,6,0,spotify:track:1bqrRn1pJWowNLA5N9L6uW
Let Em Know,Trap Or Die 3,Jeezy,2016-10-28,218280,43,0.217,0.494,0.756,0.0,0.353,-4.77,0.238,132.189,0.576,5,10,0,spotify:track:5AuuQOyOLEP9Lnxp0nLvrQ
Give It All,What Went Down,Foals,2015-08-28,287213,0,0.141,0.494,0.566,0.567,0.146,-8.116,0.0328,118.037,0.142,4,4,0,spotify:track:1dawtCVI1A3nYxJX32lBH2
Vagabonds,Waking Up The Giants,Grizfolk,2015-12-04,199360,42,0.00422,0.522,0.773,3.95e-06,0.104,-5.722,0.0337,128.938,0.378,4,6,1,spotify:track:1kdSGyQyX0mxq75KSgcjic
TEMPTATION,ALL-AMERIKKKAN BADA$$,Joey Bada$$,2017-04-07,244197,0,0.397,0.775,0.707,0.0,0.874,-5.339,0.152,104.979,0.78,4,10,0,spotify:track:7L9g4cPfohScjJ8mGwLQWr
Rasputin,Nightflight to Venus,Boney M.,1978,351573,65,0.289,0.639,0.893,0.00816,0.222,-6.509,0.036,126.143,0.966,4,9,1,spotify:track:5jkFvD4UJrmdoezzT1FRoP
Party Monster,Starboy,The Weeknd,2016-11-25,249213,76,0.189,0.573,0.63,2.31e-05,0.259,-8.389,0.105,77.525,0.218,4,1,1,spotify:track:4F7A0DXBrmUAkp32uenhZt
In the Bag,GO:OD AM,Mac Miller,2015-09-18,275506,52,0.301,0.717,0.634,0.0,0.396,-6.887,0.409,143.812,0.564,4,1,1,spotify:track:7odIekt1GqLVEAAWdnd9mJ
I Dare You,I See You,The xx,2017-01-13,233280,0,0.623,0.752,0.543,0.0706,0.107,-9.483,0.0398,126.001,0.282,4,1,1,spotify:track:044qU7kwVZaDwzWnRsmVVL
Forget About Me,Concept Vague,Night Lovell,2014-12-21,170355,17,0.107,0.575,0.909,0.000535,0.272,-2.134,0.0749,114.803,0.177,4,7,1,spotify:track:2X2tfg4uv39KM3dJEAnFXg
Weak,What Everyone's Thinking,AJR,2016-09-16,202193,0,0.127,0.672,0.642,0.0,0.137,-4.552,0.0461,123.984,0.656,4,5,1,spotify:track:45iMRHmfLZu3yjdZ8P5e3t
Black,Black,Dierks Bentley,2016-06-10,211160,63,0.252,0.652,0.654,0.000553,0.117,-6.69,0.0377,120.019,0.605,4,1,1,spotify:track:2lFtnEmkIPm2ClN55e2chV
Sweet Talk,saintmotelevision,Saint Motel,2016-10-21,192040,67,0.0392,0.67,0.843,0.0,0.225,-4.311,0.0454,117.01,0.713,4,1,1,spotify:track:6kcHg7XL6SKyPNd78daRBL
Contraband,Red Teenage Melody,Night Lovell,2016-06-14,227115,22,0.17,0.801,0.679,7.22e-06,0.181,-8.733,0.0526,130.017,0.487,4,4,0,spotify:track:6lt8N5nSY1EaiyeDRAIwcW
Fool Wit It,Been Waiting It's My Time,Jody Breeze,2014-03-11,197000,13,0.261,0.839,0.578,0.0,0.0895,-4.09,0.107,138.008,0.361,4,2,1,spotify:track:4SAXnirzLF0lS0mIlD8ZxU
So Tied Up,So Tied Up,Cold War Kids,2017-03-16,189506,0,0.0282,0.594,0.896,1.5e-05,0.185,-4.114,0.0409,105.01,0.837,4,0,0,spotify:track:5aJiAeG0x2dxYeE7ac2xhl
Cold Blooded,American Teen,Khalid,2017-04-27,207960,57,0.777,0.71,0.405,0.000163,0.111,-10.864,0.0519,103.04,0.402,4,9,0,spotify:track:34izzOmykADkGT27pUjUvJ
Flip,ZABA,Glass Animals,2014-06-03,222840,47,0.0811,0.648,0.55,0.00184,0.0864,-9.405,0.0421,128.009,0.34,4,11,0,spotify:track:48KSlIKpiGGMiwmnTqumyg
Afternoon,Afternoon,TENDER,2016-01-04,188072,41,0.0502,0.64,0.498,0.105,0.227,-8.678,0.0322,128.068,0.27,4,3,0,spotify:track:0bleWpLne79d7vpP1cUC4p
LOVE. FEAT. ZACARI.,DAMN.,Kendrick Lamar,2017-04-14,213400,82,0.264,0.8,0.585,0.0,0.153,-7.343,0.0924,126.058,0.779,4,10,1,spotify:track:6PGoSes0D9eUDeeAafB2As
Mamacita (feat. Rich Homie Quan & Young Thug),Mamacita (feat. Rich Homie Quan & Young Thug),Travis Scott,2014-08-18,274320,65,0.0146,0.823,0.768,1.03e-06,0.127,-6.21,0.0819,115.021,0.216,4,11,1,spotify:track:3SEd8nPd8MpGwk6ZZ8tk2j
anemone,fabulist,slenderbodies,2017-04-12,228061,0,0.884,0.854,0.631,0.00999,0.202,-8.197,0.0452,119.986,0.609,4,11,0,spotify:track:4Z3P5tSmsB7BkFHFc38dz7
Gyalchester,More Life,Drake,2017-03-18,189229,39,0.0352,0.876,0.381,0.00177,0.0942,-8.276,0.0653,131.013,0.116,4,1,1,spotify:track:0w7TC8SBiCocaPZX9r7oiz
Gonna Wanna Tonight,Ignite the Night (Party Edition),Chase Rice,2014-08-19,214949,0,0.0444,0.584,0.79,4.22e-05,0.0734,-6.544,0.0412,123.961,0.691,4,2,1,spotify:track:6C2XDnr9B6obGMVhHS1Nmo
Don't You Find,Carry On The Grudge,Jamie T,2014-09-30,255720,7,0.0118,0.481,0.603,0.00297,0.248,-7.377,0.0486,129.021,0.155,4,0,0,spotify:track:7FdNIIt7khuTcOzN8OkdQ3
Morocco,Mountains Beaches Cities,Moon Taxi,2013-09-10,208080,0,0.0178,0.616,0.894,0.000103,0.153,-3.209,0.0508,115.077,0.542,4,1,0,spotify:track:30lgD1UuHczwlxa7NZFeSQ
Beneath,Concept Vague,Night Lovell,2014-12-21,247730,18,0.183,0.7,0.825,0.798,0.107,-5.234,0.0848,130.019,0.115,4,1,1,spotify:track:5IKlFrSDNY3JqG8NFJlH1U
Lay It on Me,Lay It on Me,Vance Joy,2017-07-12,214853,42,0.0964,0.728,0.673,6.94e-06,0.0695,-5.766,0.0318,127.995,0.489,4,5,1,spotify:track:7MUNNBJKYo3cdokp06wEOB
Believe,Wilder Mind,Mumford & Sons,2015-05-04,220866,0,0.035,0.362,0.668,0.0212,0.219,-5.975,0.0431,113.996,0.344,4,2,1,spotify:track:4A57CXs3jAmyNTMAwWaV53
Young God,BADLANDS,Halsey,2015-08-28,180088,41,0.324,0.449,0.599,4.09e-06,0.114,-6.509,0.0405,119.868,0.198,4,9,0,spotify:track:0L9XOBm0fS13CgeF3HZg30
"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")","Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",P!nk,2016-04-15,215413,69,0.0114,0.632,0.702,0.0,0.108,-5.92,0.148,162.958,0.523,4,7,1,spotify:track:7K5dzhGda2vRTaAWYI3hrb
Die Trying,Die Trying,Michl,2016-05-10,209536,56,0.792,0.424,0.356,0.0,0.148,-8.374,0.0777,125.41,0.0738,4,6,1,spotify:track:5JTAGruCIDyRLhKLwFkTnS
Drowning (feat. Kodak Black),Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,2017-03-10,209269,69,0.501,0.839,0.81,0.0,0.117,-5.274,0.0568,129.014,0.814,4,5,0,spotify:track:3LnOF5n1GOs01siYZXzS3p
Dope Dealer,Blank Face LP,ScHoolboy Q,2016-07-08,222146,55,0.048,0.786,0.569,0.0,0.119,-5.461,0.125,82.027,0.288,4,1,1,spotify:track:7pda6TLAbVGxUjIUtbiNt0
Cruel World,Cruel World,Active Child,2017-05-23,306773,0,0.164,0.48,0.52,0.00168,0.102,-9.529,0.0419,75.493,0.114,4,3,1,spotify:track:0iByHgOtRyd96SFdlXP2Xc
Down Girl,Waking at Dawn,Roy Woods,2016-07-01,169604,53,0.308,0.797,0.507,0.0,0.108,-9.214,0.0694,102.069,0.447,4,1,1,spotify:track:4PZ4xyWBCCJqAeWI8uSLca
Swang,SremmLife 2 (Deluxe),Rae Sremmurd,2016-08-12,208120,77,0.2,0.681,0.314,9.82e-06,0.1,-9.319,0.0581,139.992,0.166,4,8,1,spotify:track:6mapJIPnQ23RTAevUoE0DL
Malibu 1992,Malibu 1992,COIN,2017-03-10,341333,38,0.0603,0.55,0.323,0.0767,0.142,-7.769,0.0422,147.47,0.504,4,6,1,spotify:track:0VGyn5TrmY6oq05Ynj63Hz
Issues,Issues,Julia Michaels,2017-01-13,176346,59,0.39,0.722,0.417,0.0,0.0612,-6.825,0.0618,113.965,0.451,4,8,1,spotify:track:6AeQlMyRzvSl1nkFztZyKl
Where It At,Trap Or Die 3,Jeezy,2016-10-28,232426,33,0.0278,0.673,0.76,0.0,0.231,-4.391,0.0878,75.555,0.156,4,0,0,spotify:track:7x24RAzdkvH1Trz24HTYbx
Doing It for the Money,III,Foster The People,2017-04-27,227586,0,0.00375,0.577,0.817,0.00204,0.196,-4.754,0.046,77.504,0.557,4,7,0,spotify:track:1C50sKrPuWp8mkSC0GA6DW
Silence,Silence,Marshmello,2017-08-11,180822,81,0.256,0.52,0.761,4.96e-06,0.17,-3.093,0.0853,141.971,0.286,4,4,1,spotify:track:7vGuf3Y35N4wmASOKLUVVU
CIGARETTES,None Of The Clocks Work,Amir Obe,2017-03-30,190000,61,0.0423,0.664,0.38,0.000537,0.122,-8.297,0.0625,144.045,0.236,4,6,0,spotify:track:3TfTZ3fGLYtR1azsY8iEp4
Jump (feat. Gizzle),DROGAS Light,Lupe Fiasco,2017-02-10,274909,52,0.0418,0.79,0.762,0.0,0.087,-5.704,0.243,75.549,0.96,4,6,0,spotify:track:51gbF0SxTmxgAguiWWUXPu
Blood In The Cut,Crush Me,K.Flay,2016-08-19,188160,0,0.139,0.77,0.659,0.0152,0.206,-5.297,0.0319,129.973,0.641,4,11,0,spotify:track:3k3FEwVuaokMi13Ud4nnYm
Love Story,Fearless,Taylor Swift,2008-11-11,235266,69,0.17,0.618,0.741,0.0,0.0822,-3.95,0.031,118.984,0.296,4,2,1,spotify:track:1vrd6UOGamcKNGnSHJQlSt
if i could i would feel nothing,digital druglord,blackbear,2017-04-21,184500,0,0.298,0.632,0.525,0.0,0.0799,-5.791,0.141,119.521,0.923,4,0,0,spotify:track:7pF0xW7MH9Tucfpb1Oys0R
Into Waves,Into Waves,A Little Nothing,2016-11-17,208000,0,0.148,0.854,0.544,0.388,0.0782,-9.518,0.0439,120.002,0.802,4,0,1,spotify:track:19r86xNR5389W1K8hQ0r0i
Something Just Like This,Something Just Like This,The Chainsmokers,2017-02-22,247626,76,0.0306,0.607,0.649,2.46e-05,0.174,-6.695,0.0362,102.996,0.505,4,11,0,spotify:track:1dNIEtp7AY3oDAKCGg2XkH
All There,Trap Or Die 3,Jeezy,2016-10-28,198413,55,0.0584,0.685,0.768,0.0,0.144,-2.753,0.0336,72.49,0.322,4,4,1,spotify:track:4l5lF04xjhTfYSopCXc4FU
Island,Don't You,Wet,2016-01-29,262906,32,0.782,0.495,0.314,0.261,0.159,-11.991,0.0309,105.996,0.101,4,2,1,spotify:track:0noCuTj3zBtcBBQayfavC8
Move Along,Move Along,The All-American Rejects,2005-01-01,238880,68,0.000148,0.518,0.916,0.0,0.291,-3.858,0.0454,109.864,0.646,4,3,1,spotify:track:2l57cfmCnOkwNX1tky02n1
After the Disco,After the Disco,Broken Bells,2014-01-13,219293,54,0.00226,0.729,0.74,0.0305,0.13,-5.444,0.0258,115.984,0.966,4,9,1,spotify:track:1MmDfBzGsWKXb0rQfTyvOy
