name,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,time_signature,key,mode,uri
Los Awesome,Oxymoron (Deluxe),ScHoolboy Q,2014-01-01,252840,42,0.159,0.613,0.826,0.0,0.0724,-4.644,0.276,81.971,0.855,4,1,1,spotify:track:7sycKW6BGv7eTXVdtWkqom
American Money,Dopamine,BØRNS,2015-10-16,260986,68,0.0226,0.542,0.867,0.00347,0.116,-5.26,0.0813,134.984,0.326,4,6,0,spotify:track:4AewKenHXKBt643p473xCk
Nikki,Under Pressure (Deluxe),Logic,2014-10-21,203506,58,0.0703,0.669,0.74,0.0,0.152,-7.549,0.0354,97.99,0.573,4,10,0,spotify:track:1JFx9R87En9oJOi4DRH1e9
Sound Of Your Heart,Sound of Your Heart,Shawn Hook,2016-01-22,200132,49,0.0033,0.749,0.819,0.0,0.0933,-3.678,0.0599,121.995,0.38,4,9,1,spotify:track:3e5wnsqhAkzlzk9SzdhOzR
Helena Beat,Torches,Foster The People,2011-05-23,276173,64,0.0127,0.67,0.876,0.00302,0.109,-4.905,0.0536,126.968,0.736,4,5,0,spotify:track:4VbDJMkAX3dWNBdn3KH6Wx
We Are The People,Walking On A Dream (Special Edition),Empire of the Sun,2009-01-01,267354,58,0.0981,0.666,0.785,0.0198,0.434,-5.37,0.0308,122.973,0.549,4,4,0,spotify:track:57RHMnLMQx8Qz5V6c0E8dF
Gang Related,Under Pressure (Deluxe),Logic,2014-10-21,167320,64,0.209,0.597,0.856,0.0159,0.278,-7.089,0.0431,131.95,0.771,4,10,0,spotify:track:1Kp6WFxRzc0sRBmGSgIYat
Dashboard,We Were Dead Before The Ship Even Sank,Modest Mouse,2007-03-20,246173,63,0.00963,0.639,0.903,7.06e-05,0.174,-5.013,0.0371,135.938,0.96,4,11,0,spotify:track:0Fe3WxeO6lZZxj7ytvbDUh
Beast (feat. Waka Flocka),Beast (feat. Waka Flocka),Mia Martina,2015-04-07,189970,33,0.0685,0.708,0.498,0.0,0.327,-6.696,0.0517,134.951,0.255,4,8,1,spotify:track:3mMjFf10PfJyvHHTyQYYdj
Black,Black,Dierks Bentley,2016-06-10,211160,63,0.252,0.652,0.654,0.000553,0.117,-6.69,0.0377,120.019,0.605,4,1,1,spotify:track:2lFtnEmkIPm2ClN55e2chV
Devastated,Devastated,Joey Bada$$,2016-05-27,208397,0,0.12,0.837,0.481,0.0,0.309,-8.522,0.0801,122.98,0.578,4,10,0,spotify:track:08X9m3tpcthgrItjPVAmCu
Let Em Know,Trap Or Die 3,Jeezy,2016-10-28,218280,43,0.217,0.494,0.756,0.0,0.353,-4.77,0.238,132.189,0.576,5,10,0,spotify:track:5AuuQOyOLEP9Lnxp0nLvrQ
Hold Back The River,Chaos And The Calm,James Bay,2014-12-15,238746,65,0.0526,0.715,0.715,0.0,0.0936,-7.364,0.0904,134.923,0.506,4,5,1,spotify:track:7tmtOEDxPN7CWaQWBsG1DY
Beneath,Concept Vague,Night Lovell,2014-12-30,247770,0,0.163,0.693,0.838,0.826,0.118,-5.304,0.0854,130.035,0.109,4,1,1,spotify:track:1Kyu9Y6KzIHr50rZ5AkqbZ
Fuck LA,Oxymoron (Deluxe),ScHoolboy Q,2014-01-01,200613,44,0.0618,0.951,0.597,0.0,0.102,-6.836,0.125,135.003,0.462,4,9,1,spotify:track:68Sxbmub4GZAF48w49CZDA
Came Here to Forget,If I'm Honest,Blake Shelton,2016-05-20,220413,56,0.356,0.613,0.667,1.29e-05,0.111,-6.874,0.029,130.023,0.481,4,1,0,spotify:track:1N7qGCKRRnvjoy8MGyHgpS
Comeback Kid,Comeback Kid,The Band Perry,2016-07-22,231426,40,0.257,0.786,0.693,0.0,0.115,-5.74,0.0488,127.973,0.428,4,3,1,spotify:track:4QbPy85DSlqGzOXdDaFYLN
Make You Miss Me,Montevallo,Sam Hunt,2014-10-27,225693,65,0.158,0.614,0.472,0.0,0.111,-6.626,0.0297,146.005,0.168,4,7,1,spotify:track:0xwPzLmBAYro8BUz7MrtAo
Fool,Dopamine,BØRNS,2015-10-16,218320,48,0.002,0.675,0.8,0.0405,0.0861,-4.58,0.0324,124.999,0.889,4,11,0,spotify:track:1huRm0I1QxVb1pJziyCSRh
G.O.M.D.,2014 Forest Hills Drive,J. Cole,2014-12-09,301133,5,0.331,0.89,0.393,8.81e-06,0.283,-10.821,0.267,128.084,0.304,4,4,0,spotify:track:16qYlQ6koFxYVbiJbGHblz
Now You Know,Now You Know - Single,Lonny X,2016-09-07,117393,10,0.14,0.801,0.579,0.00666,0.342,-10.143,0.302,139.984,0.672,4,4,0,spotify:track:3Da6ny9lxGDp2wX3vg0Gru
Iron,The Golden Age,Woodkid,2013-01-01,201693,48,0.074,0.656,0.776,0.731,0.166,-4.292,0.0583,130.048,0.558,4,8,1,spotify:track:59JXnQ3QCfMX572aDTYd46
Why You Hating,Why You Hating (feat. Quavo),Devin Hill,2016-05-26,277064,0,0.384,0.867,0.4,0.0,0.228,-7.974,0.169,128.012,0.272,4,7,0,spotify:track:4CwDZglJiYjgFSNC8svMFB
Now,Under Pressure (Deluxe),Logic,2014-10-21,213013,48,0.295,0.762,0.919,0.0,0.126,-3.378,0.069,109.971,0.603,4,9,0,spotify:track:4iEWnkDewJ72copeODWuOw
Dont Know How,Montgomery Ricky,Ricky Montgomery,2016-04-01,183000,0,0.0345,0.653,0.776,0.000428,0.559,-4.853,0.0309,125.032,0.538,4,1,1,spotify:track:6z9X93RjyFp4oEZbfsEwdq
Night's On Fire,Fighter,David Nail,2016-07-15,189733,58,0.243,0.54,0.776,0.0,0.378,-4.155,0.043,164.046,0.784,4,4,1,spotify:track:5y2pNuAvWcPKiORZ12e44S
Ivy,Blonde,Frank Ocean,2016-08-20,249191,0,0.789,0.572,0.385,0.000405,0.229,-9.581,0.0372,116.448,0.454,4,0,1,spotify:track:6YJZMNLwxl7am5XZEr7eqY
It Don't Hurt Like It Used To,Summer Forever,Billy Currington,2015-06-02,184506,66,0.071,0.558,0.818,0.0,0.21,-4.07,0.0403,81.034,0.453,4,8,1,spotify:track:0iA1unTbTbDOWUSlbwJ1pS
Good Grief,Good Grief,Bastille,2016-06-16,206499,0,0.165,0.727,0.775,0.0,0.203,-4.8,0.0677,120.032,0.888,4,1,1,spotify:track:542gZt6dUt1e0WL0QbIvZJ
We Are Llamas,Three Loco EP,Three Loco,2012-11-27,232615,32,0.14,0.795,0.659,0.0,0.141,-7.137,0.0408,130.15,0.223,4,10,0,spotify:track:3Ge0JCO9WP0tKJgB0cNpTp
The Nights,The Days / Nights,Avicii,2014-01-01,176658,86,0.0166,0.527,0.835,0.0,0.249,-5.298,0.0433,125.983,0.654,4,6,1,spotify:track:0ct6r3EGTcMLPtrXHDvVjc
Red Hot Lights,Daybreaker,Moon Taxi,2015-10-02,210906,0,0.00986,0.603,0.865,0.0005,0.109,-3.02,0.0383,122.984,0.546,4,8,0,spotify:track:6q4h8vUTZcpr51dxAZ4Ws9
7 Years,7 Years,Lukas Graham,2015-10-22,237300,0,0.287,0.765,0.473,0.0,0.391,-5.829,0.0514,119.992,0.34,4,10,1,spotify:track:2vDT1uU6hZgdp3PbWGr0Xy
Remember When,34 Number Ones,Alan Jackson,2010-11-19,271280,61,0.709,0.558,0.314,0.000319,0.193,-10.623,0.0295,125.59,0.267,4,2,1,spotify:track:1nCSr7oGeUv7sUEoYuAJFF
Castle,BADLANDS,Halsey,2015-08-28,277623,46,0.25,0.626,0.571,0.0,0.0946,-7.461,0.0327,129.959,0.164,4,7,0,spotify:track:0il8Ogjp4whWMLcskwmJsz
Against Us Remix (feat. Lupe Fiasco & Big Krit),Against Us Remix (feat. Lupe Fiasco & Big Krit),Dee-1,2016-04-07,254146,21,0.0153,0.62,0.842,1.64e-06,0.777,-7.127,0.121,169.977,0.368,4,1,1,spotify:track:58tIA8ENnYDkec3MC4ho8p
Ghost Lights,The Golden Age,Woodkid,2013-01-01,220213,41,0.179,0.526,0.887,0.356,0.141,-5.072,0.0527,124.017,0.267,4,5,0,spotify:track:5WwPQbJzwS0oipjyqHDKrC
Bonfire,Camp,Childish Gambino,2011-01-01,192946,0,0.0627,0.508,0.763,0.0,0.347,-5.674,0.303,161.59,0.275,4,1,1,spotify:track:4zGvb8hxGLB2jEPRFiRRqw
Gonna Wanna Tonight,Ignite the Night,Chase Rice,2014-08-19,213735,0,0.0707,0.581,0.783,0.00014,0.0875,-6.667,0.0405,125.948,0.604,4,2,1,spotify:track:0JCjhCdqvVQ8am5x689TL0
Work Song,Hozier,Hozier,2014-10-07,229720,59,0.749,0.531,0.359,0.0,0.112,-7.672,0.0619,121.249,0.254,4,10,1,spotify:track:4Vc3bzFxXdrABa2DxgyCMT
Life Itself,Life Itself,Glass Animals,2016-05-16,280415,0,0.0169,0.696,0.62,0.176,0.349,-8.346,0.0346,111.994,0.674,4,1,1,spotify:track:2cKBRXAja8JIgF2gSmrMke
Color - Remastered,When Night Becomes Day,Finish Ticket,2015-09-04,250093,43,0.000374,0.425,0.837,0.0,0.252,-2.64,0.0398,98.966,0.522,4,0,1,spotify:track:2HNnYRJIlsM1JHn1Nq8qU7
Future Starts Slow,Blood Pressures,The Kills,2011-05-03,245000,0,0.0128,0.676,0.746,0.00119,0.098,-5.856,0.062,127.96,0.492,4,1,1,spotify:track:78ZdkvFY2GY0VXIkBcYDkY
Talking Body,Queen Of The Clouds (Blueprint Edition),Tove Lo,2015-10-02,238426,45,0.0966,0.736,0.761,0.0,0.0823,-5.449,0.0338,119.999,0.114,4,4,0,spotify:track:10sqe2FD4eb8MovY8Nyaii
Bartholomew,Common Faults (Remastered Deluxe Edition),The Silent Comedy,2010-04-13,187558,51,0.00999,0.421,0.885,4.59e-06,0.255,-6.009,0.0504,151.883,0.584,4,10,1,spotify:track:2fzp6ojPHvZaz4uHXxpJVk
Run Right Back,Daybreaker,Moon Taxi,2015-10-02,201133,0,0.29,0.546,0.663,3.75e-05,0.147,-5.844,0.0268,141.436,0.535,4,1,1,spotify:track:03Z6EsQh1r6whMWSCXZINm
Vice,Souvenir,POP ETC,2016-01-29,229506,23,0.00415,0.608,0.837,0.000355,0.054,-3.943,0.0636,118.962,0.706,4,9,1,spotify:track:6jaNYdmt07Kg32XBcgS154
Starboy,Starboy,The Weeknd,2016-09-22,230466,0,0.169,0.682,0.592,5.49e-06,0.136,-7.033,0.281,186.041,0.5,4,7,1,spotify:track:2IY7eOUDjw2ArKYxKa2jXc
There He Go,Habits & Contradictions,ScHoolboy Q,2012-01-14,200129,49,0.451,0.835,0.754,0.0,0.107,-7.182,0.318,144.115,0.83,4,1,1,spotify:track:58YBY8OiX56vQhcHUgul9m
In The Air,Trap Or Die 3,Jeezy,2016-10-28,213573,31,0.184,0.505,0.796,0.0,0.944,-4.099,0.0846,131.978,0.199,4,1,1,spotify:track:1MI4OK84aJdgosZiplhrIy
Tongue,Tongue EP,Maribou State,2013-06-10,304825,64,0.514,0.569,0.521,0.00469,0.0962,-10.183,0.0839,115.055,0.143,4,10,0,spotify:track:78iVPIyFgGjQ0g0TmDWYtQ
Whiskey in My Water,Redneck Crazy,Tyler Farr,2013-09-27,188146,55,0.245,0.526,0.872,0.0,0.243,-5.079,0.0428,153.929,0.583,4,7,1,spotify:track:5E4CJfa6yZNGSKVFSUgaBt
Water,Water,Yung Gleesh,2014-02-19,136728,4,0.0314,0.941,0.56,5.62e-06,0.0964,-7.634,0.21,130.041,0.317,4,9,1,spotify:track:50G4b28hIsBM8ZvPcVAapk
Light Up,Vitals,Mutemath,2015-11-13,221560,31,0.155,0.641,0.847,2.76e-06,0.117,-3.513,0.0476,128.02,0.53,4,0,1,spotify:track:2IVGLHQF91tDAImE25elWD
Simple Song,Port Of Morrow,The Shins,2012-03-16,255400,61,0.0133,0.546,0.878,0.0,0.135,-5.137,0.0525,119.945,0.35,4,7,1,spotify:track:48bo7uexDvAThcRDvEB2W7
Peso,Peso,A$AP Rocky,2011-11-16,170306,57,0.167,0.527,0.831,0.0,0.0861,-6.876,0.27,140.017,0.584,4,10,0,spotify:track:5sl2735QKaOmL8UL4Q39Ut
Hurricane,Room 93,Halsey,2015-04-14,223081,38,0.00856,0.576,0.848,0.00362,0.351,-4.843,0.0478,120.043,0.505,4,0,1,spotify:track:4S7BYX9wxfprr3OSZMozxL
How It Was (feat. Future),No Sleep,DJ ESCO,2014-01-14,265000,54,0.0668,0.673,0.642,0.0,0.161,-9.367,0.042,135.129,0.202,4,1,1,spotify:track:44lUcHz7LXhvdlwLy8WsBg
Canal St. (feat. Bones),AT.LONG.LAST.A$AP,A$AP Rocky,2015-05-26,227426,65,0.308,0.696,0.583,0.0,0.0964,-9.351,0.301,137.079,0.524,4,3,0,spotify:track:0rBMP6VVGRgwnzZCLpijyl
DRUGS,You Are Here,DREAMERS,2016-02-05,191986,0,0.00384,0.602,0.878,8.88e-06,0.109,-3.263,0.0377,101.007,0.461,4,7,1,spotify:track:21qKs2K0O9MCK9qVeHpEO0
Disenchanted,The Black Parade / Living with Ghosts (The 10th Anniversary Edition),My Chemical Romance,2016-09-23,295000,42,0.00218,0.343,0.692,0.0,0.112,-3.926,0.0355,174.07,0.153,4,2,1,spotify:track:75tLo0qRQ5v24jkRa1kgPX
Now,How Do You Feel Now?,Joywave,2015-04-14,262213,40,0.00409,0.575,0.872,0.00469,0.0944,-6.259,0.0854,125.994,0.274,4,1,1,spotify:track:2UbzSDEYP8eCg5K2a8d3PM
Low Life (feat. The Weeknd),EVOL,Future,2016-02-12,313546,0,0.337,0.722,0.331,0.282,0.146,-7.789,0.0726,143.961,0.102,4,8,1,spotify:track:71SDPonZOsIKNtqnaX8LXj
Me OK,Me OK,Jeezy,2014-05-30,267600,0,0.164,0.77,0.784,0.0,0.431,-4.491,0.211,140.611,0.621,4,11,0,spotify:track:3Bqy9WO32YK6KuBMBDrQvP
Pop Style,Views,Drake,2016-05-06,212946,64,0.192,0.713,0.462,2.16e-06,0.105,-10.027,0.123,133.053,0.0594,4,7,1,spotify:track:5mPSyjLatqB00IkPqRlbTE
You Only Like Me with the Lights Out,You Only Like Me with the Lights Out,Avid Dancer,2016-09-02,258726,0,0.00592,0.428,0.816,0.00835,0.193,-5.672,0.0314,80.05,0.244,4,7,1,spotify:track:2zsogjhJg4yjyH0Coxk7Sl
Even If It Breaks Your Heart,Life At Best,Eli Young Band,2011-01-01,220520,66,0.000159,0.495,0.527,0.0163,0.1,-4.742,0.0351,208.067,0.574,4,0,1,spotify:track:0Nu9WA8kEbBWEsay2s8Q0U
Famous Last Words,The Black Parade / Living with Ghosts (The 10th Anniversary Edition),My Chemical Romance,2016-09-23,299226,42,0.000321,0.467,0.883,0.000152,0.125,-3.679,0.106,122.252,0.309,4,2,0,spotify:track:27wqSh5wL0TrA3xuuDXWn0
High Dive,Andrew McMahon In The Wilderness,Andrew McMahon in the Wilderness,2014-10-14,227204,46,0.00384,0.564,0.799,0.0,0.0793,-6.572,0.0615,162.968,0.793,4,0,0,spotify:track:0yi1iSwJo4IwSpXFOyH2bx
Hurricane,This One's for You - EP,Luke Combs,2016-10-21,224293,0,0.0186,0.444,0.821,3.09e-06,0.182,-5.91,0.0416,151.948,0.452,4,10,1,spotify:track:4gHDOASpAaGG9eitQZP1bQ
The Other Side Of Paradise,How To Be A Human Being,Glass Animals,2016-08-26,320654,73,0.349,0.689,0.338,5.7e-05,0.0649,-7.634,0.0629,128.012,0.568,4,11,0,spotify:track:0rRjGruFonCGOt0S5zAJNQ
All We Ever Knew,All We Ever Knew,The Head And The Heart,2016-06-03,225560,0,0.00224,0.487,0.724,1.03e-05,0.213,-5.905,0.0289,102.03,0.546,4,0,1,spotify:track:5wrGviDHdJ2MYgDRow14cu
Helluva Life,Sunshine & Whiskey,Frankie Ballard,2014-04-03,231693,54,0.0676,0.564,0.76,0.0,0.144,-5.667,0.0277,134.015,0.528,4,6,1,spotify:track:4mnuiEDq1ADXUTYWJxLo4B
For My Dawgs,Flockaveli,Waka Flocka Flame,2010-10-01,201666,51,0.189,0.751,0.664,0.0,0.672,-6.111,0.317,155.796,0.686,4,1,1,spotify:track:5UIE8Pb27v9aK06EuaoHAf
Hypnotic,Kicker,Zella Day,2015-01-01,176786,66,0.119,0.637,0.724,0.0,0.299,-5.151,0.0403,80.982,0.414,4,6,0,spotify:track:2zsWRxMcUdGjj8TnWkVKw0
Like Whaaat (feat. Bad Lucc),Understand Me - EP,Problem,2013-12-10,211920,0,0.308,0.766,0.541,0.0,0.123,-11.621,0.0892,93.024,0.23,4,1,1,spotify:track:3hWCKuKJjzKHQOHGcvexWa
Crash and Burn,Crash and Burn,Thomas Rhett,2015-01-01,190746,0,0.0881,0.69,0.781,2.1e-06,0.176,-5.104,0.0307,130.024,0.853,4,5,0,spotify:track:6bZq9yf23N1xXVmNeyhDsb
